run_id,phase,benchmark_family,customer_count,instance_id,structure_class,scenario_id,method_id,seed,tier,eval_budget,accepted_final,strict_duty_final,v_cap_final,v_tw_final,v_shift_final,overtime_sum_final,overtime_ratio_sum_final,cost_final,energy_final,co2_final,j_scaled_init,j_scaled_final,improvement_abs,improvement_pct,runtime_sec,compute_wh,imp_per_wh,time_to_first_feasible_sec,evals_to_first_feasible,n_repair_attempts,n_repair_success,n_rejected_offspring,archive_size_final,notes
C1_2_1__S1_balanced__ILS_MS__seed01,main,hg,200,C1_2_1,clustered,S1_balanced,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,6653.763630647439,7406.399202000439,3819.0971660843957,0.9310650904185551,0.9310650904185551,0.0,0.0,116.86087139998563,2.79167637233299,0.0,116.86087139998563,12,0,0,3,1,real_solver:ILS_MS | archive=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_1.TXT
RC1_2_1__S3_mixed_fleet_arc__ILS_MS__seed02,main,hg,200,RC1_2_1,mixed,S3_mixed_fleet_arc,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,7869.976862954682,8749.078605426415,2778.3334540407127,0.979226509538786,0.979226509538786,0.0,0.0,77.55799510003999,1.8527743273898443,0.0,77.55799510003999,12,0,0,0,4,real_solver:ILS_MS | archive=4 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC1_2_1.TXT
RC1_2_5__S1_balanced__ILS_MS__seed01,main,hg,200,RC1_2_5,mixed,S1_balanced,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,7530.284841704299,8858.967637029813,4576.855106434805,0.9210168678171949,0.9210168678171949,0.0,0.0,75.04305320000276,1.7926951597778438,0.0,75.04305320000276,12,0,0,1,2,real_solver:ILS_MS | archive=2 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC1_2_5.TXT
RC1_2_5__S1_balanced__ILS_MS__seed02,main,hg,200,RC1_2_5,mixed,S1_balanced,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,7360.332570882543,8822.0864753397,4556.273969324499,0.9116460717725904,0.9116460717725904,0.0,0.0,74.2628944000462,1.7740580328899926,0.0,74.2628944000462,12,0,0,1,2,real_solver:ILS_MS | archive=2 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC1_2_5.TXT
RC1_2_5__S2_peak_dirty__ILS_MS__seed01,main,hg,200,RC1_2_5,mixed,S2_peak_dirty,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,7458.265404035856,8941.615357996609,4486.303617243278,0.9236888039157192,0.9236888039157192,0.0,0.0,75.54224600002635,1.8046203211117406,0.0,75.54224600002635,12,0,0,1,2,real_solver:ILS_MS | archive=2 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC1_2_5.TXT
RC1_2_5__S2_peak_dirty__ILS_MS__seed02,main,hg,200,RC1_2_5,mixed,S2_peak_dirty,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,7360.332570882543,8822.0864753397,4436.803609679969,0.9121479227060018,0.9121479227060018,0.0,0.0,73.89558380004019,1.7652833907787377,0.0,73.89558380004019,12,0,0,1,2,real_solver:ILS_MS | archive=2 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC1_2_5.TXT
RC1_2_5__S3_mixed_fleet_arc__ILS_MS__seed01,main,hg,200,RC1_2_5,mixed,S3_mixed_fleet_arc,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,7281.019952306947,8672.22502447744,2745.0148142160747,0.8984962028579879,0.8984962028579879,0.0,0.0,75.26479579997249,1.797992344110454,0.0,75.26479579997249,12,0,0,1,1,real_solver:ILS_MS | archive=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC1_2_5.TXT
RC1_2_5__S3_mixed_fleet_arc__ILS_MS__seed02,main,hg,200,RC1_2_5,mixed,S3_mixed_fleet_arc,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,7403.624447025417,8924.6558988355,2831.3295182130714,0.9218641949947273,0.9218641949947273,0.0,0.0,73.4460539999418,1.7545446233319428,0.0,73.4460539999418,12,0,0,1,2,real_solver:ILS_MS | archive=2 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC1_2_5.TXT
RC2_2_1__S1_balanced__ILS_MS__seed01,main,hg,200,RC2_2_1,mixed,S1_balanced,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,6631.532500586663,11281.338036745003,5829.339957956315,1.0307137226454572,1.0307137226454572,0.0,0.0,59.89817990001757,1.4309009642781974,0.0,59.89817990001757,12,0,0,4,5,real_solver:ILS_MS | archive=5 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC2_2_1.TXT
RC2_2_1__S1_balanced__ILS_MS__seed02,main,hg,200,RC2_2_1,mixed,S1_balanced,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,5619.156168770538,11827.645872662471,6125.284784866856,1.0049920857134866,1.0049920857134866,0.0,0.0,60.86424819997046,1.45397926255485,0.0,60.86424819997046,12,0,0,3,4,real_solver:ILS_MS | archive=4 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC2_2_1.TXT
RC2_2_1__S2_peak_dirty__ILS_MS__seed01,main,hg,200,RC2_2_1,mixed,S2_peak_dirty,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,5646.978727552,11838.87447365183,5963.703228824542,1.0068259570554698,1.0068259570554698,0.0,0.0,60.48113920004107,1.4448272142232033,0.0,60.48113920004107,12,0,0,4,2,real_solver:ILS_MS | archive=2 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC2_2_1.TXT
RC2_2_1__S2_peak_dirty__ILS_MS__seed02,main,hg,200,RC2_2_1,mixed,S2_peak_dirty,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,6015.355282533276,11647.365640381855,5860.0712024507575,1.0164663048438187,1.0164663048438187,0.0,0.0,60.88943300000392,1.4545808994445382,0.0,60.88943300000392,12,0,0,5,4,real_solver:ILS_MS | archive=4 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC2_2_1.TXT
RC2_2_1__S3_mixed_fleet_arc__ILS_MS__seed01,main,hg,200,RC2_2_1,mixed,S3_mixed_fleet_arc,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,5802.583877613737,12065.391883879816,3857.4353757354747,1.0299436254923193,1.0299436254923193,0.0,0.0,60.43512629996985,1.4437280171659466,0.0,60.43512629996985,12,0,0,5,3,real_solver:ILS_MS | archive=3 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC2_2_1.TXT
RC2_2_1__S3_mixed_fleet_arc__ILS_MS__seed02,main,hg,200,RC2_2_1,mixed,S3_mixed_fleet_arc,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,6752.626024435663,11507.863246003066,3665.193697591174,1.0508721599099182,1.0508721599099182,0.0,0.0,59.02020190004259,1.4099270453899064,0.0,59.02020190004259,12,0,0,4,4,real_solver:ILS_MS | archive=4 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC2_2_1.TXT
RC2_2_5__S1_balanced__ILS_MS__seed01,main,hg,200,RC2_2_5,mixed,S1_balanced,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,5225.615402761633,11787.451760183856,6090.463912698127,1.0333848299802397,1.0333848299802397,0.0,0.0,56.65744810004253,1.353483482389905,0.0,56.65744810004253,12,0,0,1,2,real_solver:ILS_MS | archive=2 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC2_2_5.TXT
RC2_2_5__S1_balanced__ILS_MS__seed02,main,hg,200,RC2_2_5,mixed,S1_balanced,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,5279.452704398153,11761.404849945066,6069.848384163282,1.0345438160588578,1.0345438160588578,0.0,0.0,56.68234649999067,1.3540782774997773,0.0,56.68234649999067,12,0,0,6,3,real_solver:ILS_MS | archive=3 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC2_2_5.TXT
RC2_2_5__S2_peak_dirty__ILS_MS__seed01,main,hg,200,RC2_2_5,mixed,S2_peak_dirty,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,5062.677848057745,11834.353030643022,5960.001421863585,1.0271269358621913,1.0271269358621913,0.0,0.0,49.75798150000628,1.188662891389039,0.0,49.75798150000628,12,0,0,2,5,real_solver:ILS_MS | archive=5 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC2_2_5.TXT
RC2_2_5__S2_peak_dirty__ILS_MS__seed02,main,hg,200,RC2_2_5,mixed,S2_peak_dirty,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,5279.452704398153,11761.404849945066,5907.557750105804,1.0345067381835016,1.0345067381835016,0.0,0.0,53.47263049997855,1.2774017286105988,0.0,53.47263049997855,12,0,0,6,3,real_solver:ILS_MS | archive=3 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC2_2_5.TXT
RC2_2_5__S3_mixed_fleet_arc__ILS_MS__seed01,main,hg,200,RC2_2_5,mixed,S3_mixed_fleet_arc,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,5432.845008395953,11148.627932068053,3537.3975312285743,0.9593168397561772,0.9593168397561772,0.0,0.0,50.3657521000132,1.2031818557225376,0.0,50.3657521000132,12,0,0,4,4,real_solver:ILS_MS | archive=4 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC2_2_5.TXT
RC2_2_5__S3_mixed_fleet_arc__ILS_MS__seed02,main,hg,200,RC2_2_5,mixed,S3_mixed_fleet_arc,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,5297.553388900705,10591.448212175606,3377.4445461941414,0.9210000849913392,0.9210000849913392,0.0,0.0,53.3019970000023,1.2733254838889438,0.0,53.3019970000023,12,0,0,10,2,real_solver:ILS_MS | archive=2 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC2_2_5.TXT
