run_id,phase,benchmark_family,customer_count,instance_id,structure_class,scenario_id,method_id,seed,tier,eval_budget,accepted_final,strict_duty_final,v_cap_final,v_tw_final,v_shift_final,overtime_sum_final,overtime_ratio_sum_final,cost_final,energy_final,co2_final,j_scaled_init,j_scaled_final,improvement_abs,improvement_pct,runtime_sec,compute_wh,imp_per_wh,time_to_first_feasible_sec,evals_to_first_feasible,n_repair_attempts,n_repair_success,n_rejected_offspring,archive_size_final,notes
C109__S1_balanced__A3_NoLNS__seed01,main,solomon,100,C109,clustered,S1_balanced,A3_NoLNS,1,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2779.741765061442,2912.288631327586,1541.199344634409,0.940487,0.9404866153430872,3.8465691276634573e-07,4.089975861084159e-05,1800.0354397000046,26.000511906777845,1.4794205365859466e-08,1.715234600007534,1,0,0,12894,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=0.940487 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A3_NoLNS__seed02,main,solomon,100,C109,clustered,S1_balanced,A3_NoLNS,2,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2835.7533496953324,2899.2372061331566,1534.5554664670915,0.944127,0.944126778275194,2.2172480607096645e-07,2.3484637773410402e-05,1800.036529700039,26.000527651222786,8.527704092979778e-09,1.7558018000563607,1,0,0,12838,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=0.944127 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A3_NoLNS__seed03,main,solomon,100,C109,clustered,S1_balanced,A3_NoLNS,3,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2756.93383205104,2874.3184129494193,1515.9529718091308,0.966728,0.9287113149432455,0.038016685056754485,3.9325110120690083,1800.1187275999691,26.001714954221775,0.0014620837557709591,1.7083894999232143,1,0,0,12903,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=0.966728 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A3_NoLNS__seed04,main,solomon,100,C109,clustered,S1_balanced,A3_NoLNS,4,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2884.8167631547303,2974.709544488622,1575.2211699628078,0.970638,0.9660288338622204,0.004609166137779619,0.47485943655406226,1800.0910823999438,26.001315634665854,0.0001772666507549533,1.5660374000435695,1,0,0,12857,5,real_solver:A3_NoLNS | archive=5 | walltime_hit=1 | init_best=0.970638 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A3_NoLNS__seed05,main,solomon,100,C109,clustered,S1_balanced,A3_NoLNS,5,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2708.0145473419075,2739.22735694495,1452.2454842112675,0.895781,0.8957807998372062,2.0016279389523106e-07,2.2345059104315792e-05,1800.0041417999892,26.000059825999845,7.698551281603972e-09,1.623276500031352,1,0,0,12976,1,real_solver:A3_NoLNS | archive=1 | walltime_hit=1 | init_best=0.895781 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A3_NoLNS__seed06,main,solomon,100,C109,clustered,S1_balanced,A3_NoLNS,6,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2725.1443816134292,2793.662456782466,1477.9918354819954,0.908771,0.908771224246996,0.0,0.0,1800.1849981000414,26.002672194778377,0.0,1.5519910999573767,1,0,0,12933,1,real_solver:A3_NoLNS | archive=1 | walltime_hit=1 | init_best=0.908771 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A3_NoLNS__seed07,main,solomon,100,C109,clustered,S1_balanced,A3_NoLNS,7,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2821.4228534446006,2681.9946621006047,1417.9202583485273,0.895627,0.8956268940755879,1.0592441201939806e-07,1.1826844436288552e-05,1800.0218475000001,26.000315575000002,4.0739663991327556e-09,1.8574495000066236,1,0,0,13000,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=0.895627 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A3_NoLNS__seed08,main,solomon,100,C109,clustered,S1_balanced,A3_NoLNS,8,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2807.228956105501,2910.095529506379,1539.0562591809137,0.94295,0.942949824325383,1.7567461696454956e-07,1.863032154033083e-05,1800.036315400037,26.000524555778313,6.756579721600576e-09,1.5968636999605224,1,0,0,12907,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=0.942950 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A3_NoLNS__seed09,main,solomon,100,C109,clustered,S1_balanced,A3_NoLNS,9,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2698.0699815322337,2727.0083588728016,1437.774184241821,0.890409,0.8904085312998705,4.68700129485633e-07,5.263874573208862e-05,1800.0226977000711,26.000327855667695,1.802670074344709e-08,1.5544918000232428,1,0,0,13053,1,real_solver:A3_NoLNS | archive=1 | walltime_hit=1 | init_best=0.890409 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A3_NoLNS__seed10,main,solomon,100,C109,clustered,S1_balanced,A3_NoLNS,10,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2720.418192644281,2778.2275719979184,1468.296971573602,0.904618,0.9046175239184243,4.760815757176573e-07,5.262791318740698e-05,1800.0794008999364,26.00114690188797,1.831002215071861e-08,1.7117721000686288,1,0,0,12961,1,real_solver:A3_NoLNS | archive=1 | walltime_hit=1 | init_best=0.904618 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A3_NoLNS__seed11,main,solomon,100,C109,clustered,S1_balanced,A3_NoLNS,11,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2822.365162186538,2900.195272587448,1535.8461095366874,0.942965,0.9429652583032526,0.0,0.0,1800.053207400022,26.000768551333653,0.0,1.7270316000794992,1,0,0,13219,3,real_solver:A3_NoLNS | archive=3 | walltime_hit=1 | init_best=0.942965 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A3_NoLNS__seed12,main,solomon,100,C109,clustered,S1_balanced,A3_NoLNS,12,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2721.9688323841456,2789.7307894985174,1473.9961782618832,0.907179,0.9071792605706389,0.0,0.0,1800.0956578999758,26.001381725221872,0.0,1.548684100038372,1,0,0,13023,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=0.907179 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A3_NoLNS__seed13,main,solomon,100,C109,clustered,S1_balanced,A3_NoLNS,13,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2617.3657379062015,2604.9414406548203,1375.4047609506115,0.85552,0.8555202737622323,0.0,0.0,1800.0265879998915,26.000384048887323,0.0,1.6581981000490487,1,0,0,12960,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=0.855520 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A3_NoLNS__seed14,main,solomon,100,C109,clustered,S1_balanced,A3_NoLNS,14,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2607.849162774558,2541.2578135370854,1342.3164469226897,0.840921,0.8409205284491866,4.715508133967816e-07,5.607551879389165e-05,1800.1114776000613,26.001610232000886,1.8135446581551755e-08,1.5798000000650063,1,0,0,13051,1,real_solver:A3_NoLNS | archive=1 | walltime_hit=1 | init_best=0.840921 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A3_NoLNS__seed15,main,solomon,100,C109,clustered,S1_balanced,A3_NoLNS,15,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2691.279762944918,2830.882036965395,1496.9234957067947,0.938256,0.912729139780256,0.02552686021974393,2.720671140897999,1800.095169599983,26.001374671999752,0.00098175040903638,1.548348099924624,1,0,0,13022,1,real_solver:A3_NoLNS | archive=1 | walltime_hit=1 | init_best=0.938256 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A3_NoLNS__seed16,main,solomon,100,C109,clustered,S1_balanced,A3_NoLNS,16,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2770.9568031679582,2847.1240435731097,1504.9942639848846,0.92518,0.9251802857437413,0.0,0.0,1800.0378188999603,26.000546272999426,0.0,1.5579059000592679,1,0,0,12911,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=0.925180 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A3_NoLNS__seed17,main,solomon,100,C109,clustered,S1_balanced,A3_NoLNS,17,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2789.269308119639,2787.67371902161,1476.023367977126,0.915039,0.9150385669207814,4.3307921859803145e-07,4.7329044838310874e-05,1800.0350373999681,26.000506095777318,1.6656568799188367e-08,1.558797899982892,1,0,0,12944,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=0.915039 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A3_NoLNS__seed18,main,solomon,100,C109,clustered,S1_balanced,A3_NoLNS,18,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2790.405484658273,2952.213488922608,1555.0719052968166,0.948782,0.9487824389488599,0.0,0.0,1800.0366205000319,26.000528962778237,0.0,1.5860333000309765,1,0,0,12928,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=0.948782 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A3_NoLNS__seed19,main,solomon,100,C109,clustered,S1_balanced,A3_NoLNS,19,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2700.975711876942,3054.5706186716575,1616.9958975357645,0.962087,0.9620867993176588,2.006823411893066e-07,2.0859063804968427e-05,1800.0786684999475,26.00113632277702,7.718214261793962e-09,1.5265778000466526,1,0,0,12916,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=0.962087 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A3_NoLNS__seed20,main,solomon,100,C109,clustered,S1_balanced,A3_NoLNS,20,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2722.3954055258314,2777.300325577456,1464.049824161025,0.903883,0.9038830283610889,0.0,0.0,1800.0977175999433,26.001411476443625,0.0,2.0697650999063626,1,0,0,12920,1,real_solver:A3_NoLNS | archive=1 | walltime_hit=1 | init_best=0.903883 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A3_NoLNS__seed01,main,solomon,100,C109,clustered,S2_peak_dirty,A3_NoLNS,1,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3077.593209958384,3145.8455352219157,1640.377035647819,0.964429,0.9486294269065612,0.015799573093438823,1.6382308177625127,1800.0718836999731,26.001038320110723,0.0006076516214053848,1.6066590999253094,1,0,0,12875,3,real_solver:A3_NoLNS | archive=3 | walltime_hit=1 | init_best=0.964429 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A3_NoLNS__seed02,main,solomon,100,C109,clustered,S2_peak_dirty,A3_NoLNS,2,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2988.265728121628,3100.009646112618,1620.1739855495432,0.930724,0.9307236098700303,3.9012996966292235e-07,4.1916827079018306e-05,1800.0695444999728,26.001004531666275,1.500441912495297e-08,1.6525370999006554,1,0,0,12894,4,real_solver:A3_NoLNS | archive=4 | walltime_hit=1 | init_best=0.930724 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A3_NoLNS__seed03,main,solomon,100,C109,clustered,S2_peak_dirty,A3_NoLNS,3,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2972.5740721136513,3097.9521734408518,1610.7231387973995,0.98612,0.9270531319442545,0.05906686805574546,5.989825584690045,1800.081957999966,26.001183837777287,0.0022716991820167366,1.672141799936071,1,0,0,12759,1,real_solver:A3_NoLNS | archive=1 | walltime_hit=1 | init_best=0.986120 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A3_NoLNS__seed04,main,solomon,100,C109,clustered,S2_peak_dirty,A3_NoLNS,4,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3096.2189663215318,3032.4420897196383,1577.57137565599,0.931962,0.9276660105488842,0.004295989451115756,0.460961868736682,1800.1006799999159,26.00145426666545,0.00016522112213636172,1.585544899920933,1,0,0,12944,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=0.931962 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A3_NoLNS__seed05,main,solomon,100,C109,clustered,S2_peak_dirty,A3_NoLNS,5,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2923.8156087951074,3252.007519652825,1692.185595469266,0.952283,0.9522829534106579,4.6589342050928906e-08,4.892384097051917e-06,1800.0830682999222,26.00119987544332,1.7918150806159502e-09,1.5725025999126956,1,0,0,12788,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=0.952283 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A3_NoLNS__seed06,main,solomon,100,C109,clustered,S2_peak_dirty,A3_NoLNS,6,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2878.109835782043,3025.8714547793875,1575.082861491472,0.924934,0.9031102651852039,0.02182373481479616,2.3594910355545538,1800.0704635999864,26.00101780755536,0.0008393415587160065,1.5742468000389636,1,0,0,12953,1,real_solver:A3_NoLNS | archive=1 | walltime_hit=1 | init_best=0.924934 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A3_NoLNS__seed07,main,solomon,100,C109,clustered,S2_peak_dirty,A3_NoLNS,7,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2946.4974740873254,3227.614107112219,1688.5769763443154,0.952239,0.9516479451605225,0.0005910548394774118,0.06207000968007106,1800.1024443000788,26.00147975100114,2.2731584707391676e-05,1.7059136999305338,1,0,0,12937,3,real_solver:A3_NoLNS | archive=3 | walltime_hit=1 | init_best=0.952239 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A3_NoLNS__seed08,main,solomon,100,C109,clustered,S2_peak_dirty,A3_NoLNS,8,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3147.299269185422,3212.346867125456,1684.9913296780546,0.993254,0.9710563906992274,0.022197609300772525,2.234837141433362,1800.0236816999968,26.000342068999952,0.000853742971606462,1.5501250999514014,1,0,0,12925,3,real_solver:A3_NoLNS | archive=3 | walltime_hit=1 | init_best=0.993254 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A3_NoLNS__seed09,main,solomon,100,C109,clustered,S2_peak_dirty,A3_NoLNS,9,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3182.3872066644417,3132.937376262204,1638.1808981549439,0.96775,0.9582124698634886,0.009537530136511374,0.985536567968109,1800.1204465999035,26.001739784220828,0.0003668035375963277,1.575040000025183,1,0,0,12967,8,real_solver:A3_NoLNS | archive=8 | walltime_hit=1 | init_best=0.967750 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A3_NoLNS__seed10,main,solomon,100,C109,clustered,S2_peak_dirty,A3_NoLNS,10,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3017.6359735535184,3177.4883345561993,1662.8991984785362,0.968391,0.9495356868060374,0.01885531319396261,1.947076459194954,1800.0502505999757,26.00072584199965,0.0007251841086491951,1.5598034999566153,1,0,0,12814,4,real_solver:A3_NoLNS | archive=4 | walltime_hit=1 | init_best=0.968391 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A3_NoLNS__seed11,main,solomon,100,C109,clustered,S2_peak_dirty,A3_NoLNS,11,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2763.074104002804,3150.9499461235146,1645.2349442686177,0.916242,0.9162420130613951,0.0,0.0,1800.0717710000463,26.00103669222289,0.0,1.6177780999569222,1,0,0,12836,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=0.916242 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A3_NoLNS__seed12,main,solomon,100,C109,clustered,S2_peak_dirty,A3_NoLNS,12,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2823.749058737072,3067.7788926340677,1598.7671917242992,0.905844,0.9058438627638855,1.3723611447247208e-07,1.5150082627082818e-05,1800.0276073999703,26.000398773555126,5.2782311405182845e-09,1.6736101999413222,1,0,0,12749,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=0.905844 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A3_NoLNS__seed13,main,solomon,100,C109,clustered,S2_peak_dirty,A3_NoLNS,13,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2888.1230204248495,2912.881966434772,1520.1473138191839,0.882746,0.8827458722209229,1.277790770970455e-07,1.4475180527246285e-05,1800.0035896000918,26.000051849779105,4.914570087602772e-09,1.8411265999311581,1,0,0,12791,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=0.882746 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A3_NoLNS__seed14,main,solomon,100,C109,clustered,S2_peak_dirty,A3_NoLNS,14,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2967.6454459140823,3123.3324432202558,1632.5902564280004,0.933136,0.9331360837128847,0.0,0.0,1800.003426900017,26.000049499666915,0.0,1.7088252999819815,1,0,0,12847,4,real_solver:A3_NoLNS | archive=4 | walltime_hit=1 | init_best=0.933136 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A3_NoLNS__seed15,main,solomon,100,C109,clustered,S2_peak_dirty,A3_NoLNS,15,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3058.1448246032433,3261.119178782692,1695.5636628928123,0.972994,0.968251098068322,0.004742901931678034,0.48745438632489346,1800.0583885000087,26.000843389444572,0.00018241338792892716,1.650369800045155,1,0,0,12886,6,real_solver:A3_NoLNS | archive=6 | walltime_hit=1 | init_best=0.972994 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A3_NoLNS__seed16,main,solomon,100,C109,clustered,S2_peak_dirty,A3_NoLNS,16,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2986.2992217234096,3026.496762741255,1578.1771057896017,0.927772,0.9153831325927606,0.012388867407239434,1.33533534179081,1800.0395470999647,26.00057123588838,0.0004764844316243014,1.6180531999561936,1,0,0,13029,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=0.927772 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A3_NoLNS__seed17,main,solomon,100,C109,clustered,S2_peak_dirty,A3_NoLNS,17,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2900.982673218677,2947.8675069982773,1536.9617743123188,0.89073,0.8907299059415354,9.405846457255507e-08,1.0559705474448494e-05,1800.0673291999847,26.000972532888667,3.617497939878225e-09,1.8456738999811932,1,0,0,12956,1,real_solver:A3_NoLNS | archive=1 | walltime_hit=1 | init_best=0.890730 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A3_NoLNS__seed18,main,solomon,100,C109,clustered,S2_peak_dirty,A3_NoLNS,18,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3083.7786399103775,3062.154263986914,1590.3912942727811,0.93166,0.9316603976891584,0.0,0.0,1800.0845440999838,26.00122119255532,0.0,1.576721900026314,1,0,0,12939,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=0.931660 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A3_NoLNS__seed19,main,solomon,100,C109,clustered,S2_peak_dirty,A3_NoLNS,19,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3060.0200217183537,3069.686429958955,1604.3114282224826,0.986697,0.9324705210531842,0.05422647894681587,5.495757962861534,1800.096617299947,26.001395583221456,0.0020855218625960175,1.5808963999152184,1,0,0,13007,4,real_solver:A3_NoLNS | archive=4 | walltime_hit=1 | init_best=0.986697 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A3_NoLNS__seed20,main,solomon,100,C109,clustered,S2_peak_dirty,A3_NoLNS,20,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2815.905429450253,2891.666265097137,1507.0227709679145,0.870428,0.870428396643795,0.0,0.0,1800.008589199977,26.00012406622189,0.0,1.574326500063762,1,0,0,12930,1,real_solver:A3_NoLNS | archive=1 | walltime_hit=1 | init_best=0.870428 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A3_NoLNS__seed01,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A3_NoLNS,1,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2973.094920153727,3241.615912757972,1094.5824398582477,0.929361,0.9147983502683698,0.01456264973163024,1.56695296355563,1800.1147951000603,26.001658151445316,0.0005600661945023213,1.5485273000085726,1,0,0,12987,5,real_solver:A3_NoLNS | archive=5 | walltime_hit=1 | init_best=0.929361 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A3_NoLNS__seed02,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A3_NoLNS,2,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2845.855273130418,3093.6440769617857,1046.796773899455,0.874535,0.8745353454844693,0.0,0.0,1800.0530880999286,26.00076682811008,0.0,1.7514467000728473,1,0,0,13042,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=0.874535 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A3_NoLNS__seed03,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A3_NoLNS,3,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2973.666743721565,3167.1678510472257,1068.2106241180445,0.900746,0.900746263900742,0.0,0.0,1800.0873695999617,26.00126200533278,0.0,1.5679070999613032,1,0,0,13026,3,real_solver:A3_NoLNS | archive=3 | walltime_hit=1 | init_best=0.900746 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A3_NoLNS__seed04,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A3_NoLNS,4,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3096.2189663215318,3032.4420897196383,1025.2883835418374,0.893344,0.8895085641731563,0.0038354358268437583,0.4293347049785702,1800.1021497999318,26.001475497110125,0.00014750839148609238,1.6532614000607282,1,0,0,12986,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=0.893344 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A3_NoLNS__seed05,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A3_NoLNS,5,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3000.4161004898965,3184.279665064594,1085.8839568694916,0.923518,0.9100069631827442,0.01351103681725574,1.4629965866670427,1800.1046182999853,26.00151115322201,0.0005196250609296416,1.6693285000510514,1,0,0,12983,4,real_solver:A3_NoLNS | archive=4 | walltime_hit=1 | init_best=0.923518 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A3_NoLNS__seed06,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A3_NoLNS,6,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2902.141641780251,2985.82086714229,1023.1268596059214,0.874022,0.8640408357538124,0.009981164246187557,1.1419808936374094,1800.0380261000246,26.000549265889244,0.0003838828227864436,1.5482316999696195,1,0,0,13013,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=0.874022 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A3_NoLNS__seed07,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A3_NoLNS,7,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3052.4792079517547,3073.019169946034,1039.8238461700287,0.89261,0.8926102996198509,0.0,0.0,1800.0088053999934,26.000127189111016,0.0,1.5280376999871805,1,0,0,13056,3,real_solver:A3_NoLNS | archive=3 | walltime_hit=1 | init_best=0.892610 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A3_NoLNS__seed08,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A3_NoLNS,8,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3136.612130697016,3051.699619692822,1030.7666376766658,0.897071,0.8970708743368422,1.2566315776840753e-07,1.4008161869953163e-05,1800.01042159996,26.000150534221643,4.8331703927255536e-09,1.701547099975869,1,0,0,12864,4,real_solver:A3_NoLNS | archive=4 | walltime_hit=1 | init_best=0.897071 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A3_NoLNS__seed09,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A3_NoLNS,9,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3154.993450349142,3120.5150736543974,1053.476679356425,0.927776,0.9116066836784316,0.016169316321568483,1.7428039011106649,1800.0171428000322,26.000247618222687,0.000621890858848435,1.6691418000264093,1,0,0,12992,3,real_solver:A3_NoLNS | archive=3 | walltime_hit=1 | init_best=0.927776 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A3_NoLNS__seed10,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A3_NoLNS,10,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2936.3001101122445,3091.202503711739,1050.6155507862786,0.927211,0.8849395612152836,0.0422714387847164,4.558988060400103,1800.0253181000007,26.0003657058889,0.0016258017007484713,1.5991748999804258,1,0,0,13101,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=0.927211 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
